batch_size,batch_profile_role,confirmatory_main_result,variant,method,fusion_ratio_lambda,controller_warmup_epochs,encoder_seed,probe_seed,selected_learning_rate,selected_epoch,validation_grid_mean_iou,validation_input_224_mean_iou,test_grid_mean_iou,test_input_224_mean_iou,test_input_224_foreground_iou,test_input_224_background_iou,test_input_224_foreground_dice,test_input_224_pixel_accuracy,encoder_checkpoint_path,encoder_checkpoint_sha256,probe_checkpoint_path,probe_checkpoint_sha256,official_test_evaluations,scientific_result
128,locked_v3_partial_cell,True,ibkd_lambda_0.25,ibkd,0.25,20,1,1,0.01,49,0.7170386707907054,0.7127763242605728,0.7215594951329161,0.7183798638610789,0.5340318231480476,0.9027279045741101,0.6962460818474283,0.9124842136624887,/app/output/phase1_cub_r50_224_b128_b64_guided_probe_seed1_full_v4/batch128/classification/students/cub_r50_224_ibkd_lambda_0.25_deit_tiny_b128_full_300ep_seed1/student_best_validation.pt,fb8c141be32e101f8ad91689ea809d8ecc8d9701ef7b843efdcd88c3b3ac7bd8,/app/output/phase1_cub_r50_224_b128_b64_guided_probe_seed1_full_v4/batch128/probe/checkpoints/ibkd_lambda_0.25/probe_seed1_best_validation.pt,3b753043ebbfa09a80a392fa5ea3d3f8a9b087cdfec222a1b78775884a144f24,1,True
128,locked_v3_partial_cell,True,ibkd_lambda_0.25,ibkd,0.25,20,1,2,0.03,36,0.717491066362024,0.7130923523801057,0.7224299881958025,0.7180523745095184,0.5329041364965301,0.9032006125225067,0.6952869704096286,0.9128276853463382,/app/output/phase1_cub_r50_224_b128_b64_guided_probe_seed1_full_v4/batch128/classification/students/cub_r50_224_ibkd_lambda_0.25_deit_tiny_b128_full_300ep_seed1/student_best_validation.pt,fb8c141be32e101f8ad91689ea809d8ecc8d9701ef7b843efdcd88c3b3ac7bd8,/app/output/phase1_cub_r50_224_b128_b64_guided_probe_seed1_full_v4/batch128/probe/checkpoints/ibkd_lambda_0.25/probe_seed2_best_validation.pt,723a67f196f79dd3d2fe1f45c72f5043780673e542f4c7ba1e598a6c1b957488,1,True
128,locked_v3_partial_cell,True,ibkd_lambda_0.25,ibkd,0.25,20,1,3,0.03,18,0.7165662530683526,0.7121520925316872,0.7210083073115399,0.7172652899406242,0.5316647465588407,0.9028658333224077,0.6942312248856295,0.9125129354819465,/app/output/phase1_cub_r50_224_b128_b64_guided_probe_seed1_full_v4/batch128/classification/students/cub_r50_224_ibkd_lambda_0.25_deit_tiny_b128_full_300ep_seed1/student_best_validation.pt,fb8c141be32e101f8ad91689ea809d8ecc8d9701ef7b843efdcd88c3b3ac7bd8,/app/output/phase1_cub_r50_224_b128_b64_guided_probe_seed1_full_v4/batch128/probe/checkpoints/ibkd_lambda_0.25/probe_seed3_best_validation.pt,ffb9c2d170e5fa95a5e586a69fc81d8205a6a1b32a3f9fc5662f63df3fa1a749,1,True
128,locked_v3_partial_cell,True,ibkd_lambda_0.25,ibkd,0.25,20,1,4,0.03,12,0.7177758237887808,0.7178663098218461,0.7205898947264381,0.7217002787580169,0.5413563936206366,0.9020441638953972,0.702441558436714,0.9121961664908456,/app/output/phase1_cub_r50_224_b128_b64_guided_probe_seed1_full_v4/batch128/classification/students/cub_r50_224_ibkd_lambda_0.25_deit_tiny_b128_full_300ep_seed1/student_best_validation.pt,fb8c141be32e101f8ad91689ea809d8ecc8d9701ef7b843efdcd88c3b3ac7bd8,/app/output/phase1_cub_r50_224_b128_b64_guided_probe_seed1_full_v4/batch128/probe/checkpoints/ibkd_lambda_0.25/probe_seed4_best_validation.pt,77d08cd0ec3ce5f02d9e8d78f577b1b2ca5ac56617889327e94c63d1e7d51e81,1,True
128,locked_v3_partial_cell,True,ibkd_lambda_0.25,ibkd,0.25,20,1,5,0.03,24,0.718247979707463,0.7180035496564035,0.7224947757074424,0.7232040866933325,0.5442496651125494,0.9021585082741156,0.7048726347923577,0.9123944089604041,/app/output/phase1_cub_r50_224_b128_b64_guided_probe_seed1_full_v4/batch128/classification/students/cub_r50_224_ibkd_lambda_0.25_deit_tiny_b128_full_300ep_seed1/student_best_validation.pt,fb8c141be32e101f8ad91689ea809d8ecc8d9701ef7b843efdcd88c3b3ac7bd8,/app/output/phase1_cub_r50_224_b128_b64_guided_probe_seed1_full_v4/batch128/probe/checkpoints/ibkd_lambda_0.25/probe_seed5_best_validation.pt,b5481b86257026221ea80b8359ee25076e19a141f4fd6c30f05c00aaff630cd5,1,True
128,locked_v3_partial_cell,True,ibkd_lambda_0.5,ibkd,0.5,20,1,1,0.03,64,0.6286292417872735,0.6306616519174584,0.6370309000770757,0.6400946063964605,0.41531860880242455,0.8648706039904966,0.5868906212627946,0.8767052814961201,/app/output/phase1_cub_r50_224_b128_b64_guided_probe_seed1_full_v4/batch128/classification/students/cub_r50_224_ibkd_lambda_0.5_deit_tiny_b128_full_300ep_seed1/student_best_validation.pt,d9dd2e97e39783cb813467c2f263aa7b41bf4b5c8f6bf866dfa8e7afa60f4979,/app/output/phase1_cub_r50_224_b128_b64_guided_probe_seed1_full_v4/batch128/probe/checkpoints/ibkd_lambda_0.5/probe_seed1_best_validation.pt,0c94b9d0ecf3332bce01211c8e517ff932ccf88823fa42a05d5bf403f191cfb8,1,True
128,locked_v3_partial_cell,True,ibkd_lambda_0.5,ibkd,0.5,20,1,2,0.03,53,0.6268099556144628,0.6338193314238287,0.6352417869391386,0.6427737041135728,0.4257131147130364,0.8598342935141093,0.5971932365912518,0.8730272031334755,/app/output/phase1_cub_r50_224_b128_b64_guided_probe_seed1_full_v4/batch128/classification/students/cub_r50_224_ibkd_lambda_0.5_deit_tiny_b128_full_300ep_seed1/student_best_validation.pt,d9dd2e97e39783cb813467c2f263aa7b41bf4b5c8f6bf866dfa8e7afa60f4979,/app/output/phase1_cub_r50_224_b128_b64_guided_probe_seed1_full_v4/batch128/probe/checkpoints/ibkd_lambda_0.5/probe_seed2_best_validation.pt,0f27c38600c5fcda04faf15d22a483fad08ae559cb9cafa2d24f781b8bf1fa08,1,True
128,locked_v3_partial_cell,True,ibkd_lambda_0.5,ibkd,0.5,20,1,3,0.03,45,0.6273359936221372,0.6301711967339091,0.6326363046121207,0.6360944552667076,0.4128096465155332,0.859379264017882,0.5843811266912872,0.8720303358550013,/app/output/phase1_cub_r50_224_b128_b64_guided_probe_seed1_full_v4/batch128/classification/students/cub_r50_224_ibkd_lambda_0.5_deit_tiny_b128_full_300ep_seed1/student_best_validation.pt,d9dd2e97e39783cb813467c2f263aa7b41bf4b5c8f6bf866dfa8e7afa60f4979,/app/output/phase1_cub_r50_224_b128_b64_guided_probe_seed1_full_v4/batch128/probe/checkpoints/ibkd_lambda_0.5/probe_seed3_best_validation.pt,00ac6c0644319d7c2371ebde0df0438fe470c89d0616b8a1d4c89693e8f8894e,1,True
128,locked_v3_partial_cell,True,ibkd_lambda_0.5,ibkd,0.5,20,1,4,0.1,70,0.6272130603311479,0.6335390505553944,0.6347620805852571,0.6415232807934239,0.423574015066899,0.8594725465199489,0.595085342362046,0.872625668657716,/app/output/phase1_cub_r50_224_b128_b64_guided_probe_seed1_full_v4/batch128/classification/students/cub_r50_224_ibkd_lambda_0.5_deit_tiny_b128_full_300ep_seed1/student_best_validation.pt,d9dd2e97e39783cb813467c2f263aa7b41bf4b5c8f6bf866dfa8e7afa60f4979,/app/output/phase1_cub_r50_224_b128_b64_guided_probe_seed1_full_v4/batch128/probe/checkpoints/ibkd_lambda_0.5/probe_seed4_best_validation.pt,58347a49ea150ce3fe27597aa018b7ac8e29a5a54387315c97dd97398d0f1638,1,True
128,locked_v3_partial_cell,True,ibkd_lambda_0.5,ibkd,0.5,20,1,5,0.03,50,0.6251822215340155,0.6299890473837828,0.6349079442259915,0.6391571738898064,0.4148401200287061,0.8634742277509068,0.5864127178133588,0.8755221695572214,/app/output/phase1_cub_r50_224_b128_b64_guided_probe_seed1_full_v4/batch128/classification/students/cub_r50_224_ibkd_lambda_0.5_deit_tiny_b128_full_300ep_seed1/student_best_validation.pt,d9dd2e97e39783cb813467c2f263aa7b41bf4b5c8f6bf866dfa8e7afa60f4979,/app/output/phase1_cub_r50_224_b128_b64_guided_probe_seed1_full_v4/batch128/probe/checkpoints/ibkd_lambda_0.5/probe_seed5_best_validation.pt,80a305f87b5bbe6553f9fcbcc8bab0eedac175fa91b2a4dc840c5306fb08bef0,1,True
