batch_size,batch_profile_role,confirmatory_main_result,variant,method,fusion_ratio_lambda,controller_warmup_epochs,encoder_seed,probe_seed,selected_learning_rate,selected_epoch,validation_grid_mean_iou,validation_input_224_mean_iou,test_grid_mean_iou,test_input_224_mean_iou,test_input_224_foreground_iou,test_input_224_background_iou,test_input_224_foreground_dice,test_input_224_pixel_accuracy,encoder_checkpoint_path,encoder_checkpoint_sha256,probe_checkpoint_path,probe_checkpoint_sha256,official_test_evaluations,scientific_result
128,locked_v3_partial_cell,True,lg,lg,,0,1,1,0.03,32,0.7376353040773393,0.7353897410694155,0.7414626422656999,0.7386250855317381,0.5712343001612311,0.9060158709022451,0.7271153641473004,0.9164743520137387,/app/output/phase1_cub_r50_224_b128_b64_guided_probe_seed1_full_v4/batch128/classification/students/cub_r50_224_lg_deit_tiny_b128_full_300ep_seed1/student_best_validation.pt,27029c5d1042e5b118a679cc6465d5b9763c1c83e9fb7e352cbd336a05582414,/app/output/phase1_cub_r50_224_b128_b64_guided_probe_seed1_full_v4/batch128/probe/checkpoints/lg/probe_seed1_best_validation.pt,f59fb6e063da0ec4275752afc942bbef65088180d33278f87d8d352f886f36fb,1,True
128,locked_v3_partial_cell,True,lg,lg,,0,1,2,0.1,64,0.7374447052015767,0.7331225915585371,0.7402344920634425,0.7352021309618357,0.5641447340694292,0.9062595278542421,0.7213459493632615,0.9164025715432661,/app/output/phase1_cub_r50_224_b128_b64_guided_probe_seed1_full_v4/batch128/classification/students/cub_r50_224_lg_deit_tiny_b128_full_300ep_seed1/student_best_validation.pt,27029c5d1042e5b118a679cc6465d5b9763c1c83e9fb7e352cbd336a05582414,/app/output/phase1_cub_r50_224_b128_b64_guided_probe_seed1_full_v4/batch128/probe/checkpoints/lg/probe_seed2_best_validation.pt,c3220c6e155b6e7a31a7d83620b8a190ec2af5699be3fa959e8485a09ffe6559,1,True
128,locked_v3_partial_cell,True,lg,lg,,0,1,3,0.03,3,0.7373517633299191,0.7357086955582787,0.7393366812555837,0.7363208848002097,0.5678987196323104,0.9047430499681091,0.7244074027504646,0.9153417216823085,/app/output/phase1_cub_r50_224_b128_b64_guided_probe_seed1_full_v4/batch128/classification/students/cub_r50_224_lg_deit_tiny_b128_full_300ep_seed1/student_best_validation.pt,27029c5d1042e5b118a679cc6465d5b9763c1c83e9fb7e352cbd336a05582414,/app/output/phase1_cub_r50_224_b128_b64_guided_probe_seed1_full_v4/batch128/probe/checkpoints/lg/probe_seed3_best_validation.pt,53ece93b0d7f5a48d7f2ba9369ee8e41fc615d6664b875c1f3a64fad5ffdbb41,1,True
128,locked_v3_partial_cell,True,lg,lg,,0,1,4,0.03,45,0.7375527187254081,0.7345195182208981,0.7399380503973119,0.7362727863412701,0.5674036108933637,0.9051419617891767,0.7240044707692922,0.9156381033412028,/app/output/phase1_cub_r50_224_b128_b64_guided_probe_seed1_full_v4/batch128/classification/students/cub_r50_224_lg_deit_tiny_b128_full_300ep_seed1/student_best_validation.pt,27029c5d1042e5b118a679cc6465d5b9763c1c83e9fb7e352cbd336a05582414,/app/output/phase1_cub_r50_224_b128_b64_guided_probe_seed1_full_v4/batch128/probe/checkpoints/lg/probe_seed4_best_validation.pt,f9e9652c754b013eb1c938c825ff1a5eabe0b725c6bc30b61c706f368ad1d0c6,1,True
128,locked_v3_partial_cell,True,lg,lg,,0,1,5,0.03,36,0.7391331268618793,0.7383198296832252,0.7407949579563821,0.7383511056542664,0.571481934723962,0.9052202765845709,0.7273159456641739,0.915856107110496,/app/output/phase1_cub_r50_224_b128_b64_guided_probe_seed1_full_v4/batch128/classification/students/cub_r50_224_lg_deit_tiny_b128_full_300ep_seed1/student_best_validation.pt,27029c5d1042e5b118a679cc6465d5b9763c1c83e9fb7e352cbd336a05582414,/app/output/phase1_cub_r50_224_b128_b64_guided_probe_seed1_full_v4/batch128/probe/checkpoints/lg/probe_seed5_best_validation.pt,3999107a6ea1f832a45bfca2f1864617b27a36a6823e29fe73fb8fe34208a451,1,True
128,locked_v3_partial_cell,True,alg_warmup20,alg,,20,1,1,0.03,32,0.694146778439563,0.6955501373843411,0.7035566989423221,0.7048765674536694,0.5156424433999709,0.8941106915073679,0.6804275581558061,0.9048381660655287,/app/output/phase1_cub_r50_224_b128_b64_guided_probe_seed1_full_v4/batch128/classification/students/cub_r50_224_alg_warmup20_deit_tiny_b128_full_300ep_seed1/student_best_validation.pt,6ba968d3e4bfe9a5da6807b3fc4cdbccc41c5f45b12b5f613b61ebce2b50abc9,/app/output/phase1_cub_r50_224_b128_b64_guided_probe_seed1_full_v4/batch128/probe/checkpoints/alg_warmup20/probe_seed1_best_validation.pt,9e4388601aa47cb6004353c6523cbdf0dd8d7d15402c087bf1e0eb92b1299e52,1,True
128,locked_v3_partial_cell,True,alg_warmup20,alg,,20,1,2,0.03,31,0.6952514758931365,0.693027098071225,0.7031327181089558,0.70248237224578,0.5105769718954997,0.8943877725960603,0.6760025889376804,0.904869020523078,/app/output/phase1_cub_r50_224_b128_b64_guided_probe_seed1_full_v4/batch128/classification/students/cub_r50_224_alg_warmup20_deit_tiny_b128_full_300ep_seed1/student_best_validation.pt,6ba968d3e4bfe9a5da6807b3fc4cdbccc41c5f45b12b5f613b61ebce2b50abc9,/app/output/phase1_cub_r50_224_b128_b64_guided_probe_seed1_full_v4/batch128/probe/checkpoints/alg_warmup20/probe_seed2_best_validation.pt,9c072f13ffe149755f179aad65cb8627722250700df37b61c48f162a7966c484,1,True
128,locked_v3_partial_cell,True,alg_warmup20,alg,,20,1,3,0.03,44,0.6943493733017344,0.6919875080545583,0.7017249306728361,0.699703533707545,0.504645381327558,0.894761686087532,0.670783146102248,0.9049519870243143,/app/output/phase1_cub_r50_224_b128_b64_guided_probe_seed1_full_v4/batch128/classification/students/cub_r50_224_alg_warmup20_deit_tiny_b128_full_300ep_seed1/student_best_validation.pt,6ba968d3e4bfe9a5da6807b3fc4cdbccc41c5f45b12b5f613b61ebce2b50abc9,/app/output/phase1_cub_r50_224_b128_b64_guided_probe_seed1_full_v4/batch128/probe/checkpoints/alg_warmup20/probe_seed3_best_validation.pt,80ba054a0f7e22dc903ef926c29d5f578f29129b3a3b6c74b06a0bc8ac030002,1,True
128,locked_v3_partial_cell,True,alg_warmup20,alg,,20,1,4,0.03,28,0.6954889488522249,0.6940398713260346,0.702557381621461,0.7018366529481515,0.5087033082415321,0.8949699976547709,0.6743583121514473,0.9052718036240428,/app/output/phase1_cub_r50_224_b128_b64_guided_probe_seed1_full_v4/batch128/classification/students/cub_r50_224_alg_warmup20_deit_tiny_b128_full_300ep_seed1/student_best_validation.pt,6ba968d3e4bfe9a5da6807b3fc4cdbccc41c5f45b12b5f613b61ebce2b50abc9,/app/output/phase1_cub_r50_224_b128_b64_guided_probe_seed1_full_v4/batch128/probe/checkpoints/alg_warmup20/probe_seed4_best_validation.pt,5d0c9762beb59330971e137760e5f4b1fdd548a7670f94cb488abb026de1ce5f,1,True
128,locked_v3_partial_cell,True,alg_warmup20,alg,,20,1,5,0.03,36,0.6985542805524175,0.7002270133390034,0.7045453679893986,0.7060681899386241,0.5188144354197145,0.8933219444575338,0.6831834400840989,0.9043263570017454,/app/output/phase1_cub_r50_224_b128_b64_guided_probe_seed1_full_v4/batch128/classification/students/cub_r50_224_alg_warmup20_deit_tiny_b128_full_300ep_seed1/student_best_validation.pt,6ba968d3e4bfe9a5da6807b3fc4cdbccc41c5f45b12b5f613b61ebce2b50abc9,/app/output/phase1_cub_r50_224_b128_b64_guided_probe_seed1_full_v4/batch128/probe/checkpoints/alg_warmup20/probe_seed5_best_validation.pt,9bcf1342fdd27119a6c40a359a2ba3ff6c709bd04585e9f05e098911a7f101fc,1,True
