epoch,learning_rate,train_loss,train_top1,validation_overall_top1,validation_macro_top1,validation_top5,seconds_including_validation,peak_cuda_memory_bytes,peak_cuda_memory_reserved_bytes
97,0.02656976298823284,0.609254485084897,84.1889880952381,38.833333333333336,38.83333504199982,66.83333333333333,7.113465677946806,11377272320,15730737152
98,0.026177661267741067,0.5685648407254901,86.17931547619048,37.0,37.0000034570694,64.33333333333333,7.157217494212091,11377272320,15730737152
99,0.02578526897695321,0.5592506549188069,86.10491071428571,34.666666666666664,34.6666693687439,62.833333333333336,6.692932667210698,11377272320,15730737152
100,0.02539268293279552,0.4991527135883059,86.83035714285714,37.166666666666664,37.166666984558105,63.166666666666664,6.740746908821166,11377272320,15730737152
101,0.025,0.528833684467134,86.47693452380952,39.0,39.000004529953,60.833333333333336,6.91869486682117,11377272320,15730737152
102,0.02460731706720449,0.5380131949981054,86.19791666666667,40.333333333333336,40.33333659172058,65.16666666666667,6.973305851221085,11377272320,15730737152
103,0.024214731023046793,0.5486985679183688,86.55133928571429,38.666666666666664,38.66666853427887,63.166666666666664,6.935659434646368,11377272320,15730737152
104,0.023822338732258936,0.5103477622781482,87.01636904761905,40.0,40.00000059604645,64.33333333333333,7.067719871178269,11377272320,15730737152
105,0.023430237011767167,0.5021610735427766,87.18377976190476,37.0,37.0000034570694,63.333333333333336,7.087342269718647,11377272320,15730737152
106,0.02303852260680388,0.4701165862026669,88.02083333333333,38.333333333333336,38.333332538604736,64.33333333333333,6.987475379370153,11377272320,15730737152
107,0.022647292167037144,0.4668230740796952,87.83482142857143,39.5,39.500001072883606,64.0,7.0625040316954255,11377272320,15730737152
108,0.02225664222272387,0.5132276983488173,87.3139880952381,38.333333333333336,38.333332538604736,62.5,6.998874674551189,11377272320,15730737152
109,0.0218666691608924,0.4627025283518292,88.57886904761905,38.5,38.50000500679016,65.66666666666667,7.054092701524496,11377272320,15730737152
110,0.02147746920156044,0.4560495615005493,88.44866071428571,38.0,38.00000250339508,63.5,6.84586872253567,11377272320,15730737152
111,0.021089138373994232,0.4217883476189205,89.28571428571429,40.5,40.50000011920929,67.33333333333333,6.921308260411024,11377272320,15730737152
112,0.02070177249301476,0.4615989448059173,88.37425595238095,37.833333333333336,37.83333599567413,62.0,7.0672268103808165,11377272320,15730737152
113,0.020315467135356886,0.4462672926130749,88.82068452380952,38.833333333333336,38.83333504199982,63.0,7.042833974584937,11377272320,15730737152
114,0.01993031761608719,0.4264584687494096,89.00669642857143,40.666666666666664,40.666663646698,65.33333333333333,6.777219858951867,11377272320,15730737152
115,0.019546418965086444,0.3898425116425469,89.73214285714286,41.166666666666664,41.16666913032532,66.16666666666667,6.951282915659249,11377272320,15730737152
116,0.019163865903602362,0.41389997445401694,89.6391369047619,39.333333333333336,39.33333158493042,65.66666666666667,7.0063593769446015,11377272320,15730737152
117,0.01878275282087863,0.36860144209294093,90.64360119047619,39.5,39.500001072883606,65.16666666666667,6.957094346173108,11377272320,15730737152
118,0.01840317375086568,0.3899881123077302,90.60639880952381,38.5,38.499999046325684,63.5,7.013898907229304,11377272320,15730737152
119,0.018025222349019272,0.3847671640770776,90.30877976190476,40.666666666666664,40.66666662693024,64.0,7.128857594914734,11377272320,15730737152
120,0.017648991869192405,0.37757247047764914,90.234375,38.333333333333336,38.333335518836975,63.666666666666664,7.175549483858049,11377272320,15730737152
121,0.017274575140626323,0.3822631686925888,90.4389880952381,40.666666666666664,40.666672587394714,65.66666666666667,7.098163670860231,11377272320,15730737152
122,0.016902064545046263,0.40554792682329815,90.38318452380952,40.333333333333336,40.3333306312561,64.33333333333333,7.048837936483324,11377272320,15730737152
123,0.016531551993867716,0.3544849877556165,91.07142857142857,39.666666666666664,39.66666758060455,62.5,6.263411287218332,11377272320,15730737152
124,0.016163128905518576,0.35356055448452633,91.18303571428571,40.333333333333336,40.33333659172058,66.16666666666667,7.013027809560299,11377272320,15730737152
125,0.01579688618288306,0.33978107216812314,91.51785714285714,39.833333333333336,39.83333706855774,63.166666666666664,6.949644794687629,11377272320,15730737152
126,0.015432914190872763,0.3153147935157731,91.94568452380952,40.333333333333336,40.33333659172058,65.66666666666667,6.675381353124976,11377272320,15730737152
127,0.015071302734130482,0.3260973723871367,91.88988095238095,40.666666666666664,40.66666662693024,65.33333333333333,6.775442209094763,11377272320,15730737152
128,0.014712141034872282,0.3500961090127627,91.10863095238095,40.833333333333336,40.83333611488342,65.33333333333333,6.591778812929988,11377272320,15730737152
129,0.014355517710873185,0.30944349581287023,92.15029761904762,39.5,39.500004053115845,65.16666666666667,7.081330188550055,11377272320,15730737152
130,0.014001520753602122,0.3280973977276257,91.64806547619048,38.666666666666664,38.66666853427887,65.33333333333333,7.24680938385427,11377272320,15730737152
131,0.013650237506511332,0.32466746689308257,91.90848214285714,39.0,38.999998569488525,62.5,7.214135009795427,11377272320,15730737152
132,0.01330175464348567,0.31763862534647896,92.20610119047619,42.0,41.999998688697815,64.16666666666667,7.400573776103556,11377272320,15730737152
133,0.012956158147457115,0.30879943995248704,92.41071428571429,40.333333333333336,40.3333306312561,64.5,7.283242897130549,11377272320,15730737152
134,0.01261353328918981,0.3119309431030637,92.24330357142857,41.666666666666664,41.6666716337204,65.66666666666667,7.327708090655506,11377272320,15730737152
135,0.012273964606240717,0.3049200198480061,92.50372023809524,40.333333333333336,40.3333306312561,65.16666666666667,7.268324160017073,11377272320,15730737152
136,0.01193753588210128,0.29892723688057493,92.55952380952381,41.166666666666664,41.16666316986084,63.833333333333336,7.30958432611078,11377272320,15730737152
137,0.01160433012552508,0.28814653732946943,92.7641369047619,40.833333333333336,40.83333611488342,64.83333333333333,8.216218522749841,11377272320,15730737152
138,0.011274429550046703,0.2623816377350262,93.28497023809524,40.666666666666664,40.66666662693024,65.0,8.196405711583793,11377272320,15730737152
139,0.010947915553696733,0.27779106086208705,93.02455357142857,40.333333333333336,40.3333306312561,65.0,7.736145316623151,11377272320,15730737152
140,0.010624868698918037,0.26364756659382865,93.22916666666667,39.833333333333336,39.83333706855774,64.16666666666667,7.073396778665483,11377272320,15730737152
141,0.010305368692688175,0.27143372737226035,93.11755952380952,39.666666666666664,39.66667056083679,64.66666666666667,7.080116190947592,11377272320,15730737152
142,0.009989494366852904,0.247612673611868,93.82440476190476,40.333333333333336,40.33333659172058,64.0,6.6378530180081725,11377272320,15730737152
143,0.009677323658675586,0.24876307944456735,93.5453869047619,40.0,40.00000357627869,65.16666666666667,6.748299117200077,11377272320,15730737152
144,0.00936893359160737,0.23792269577582678,94.06622023809524,40.166666666666664,40.166667103767395,64.83333333333333,7.206406394019723,11377272320,15730737152
145,0.009064400256282757,0.25653059745118734,93.37797619047619,41.166666666666664,41.16666316986084,64.16666666666667,7.162028666585684,11377272320,15730737152
146,0.008763798791745412,0.2796961548072951,92.72693452380952,38.0,37.99999952316284,62.5,6.963609638623893,11377272320,15730737152
147,0.008467203366908708,0.2506967481403124,93.63839285714286,40.0,40.00000357627869,63.166666666666664,6.9668844966217875,11377272320,15730737152
148,0.008174687162255665,0.2469530174774783,93.65699404761905,37.666666666666664,37.66666650772095,63.833333333333336,7.008710226975381,11377272320,15730737152
149,0.007886322351782783,0.23220694295707203,94.23363095238095,40.666666666666664,40.66666662693024,64.0,7.028359962627292,11377272320,15730737152
150,0.0076021800851921425,0.2414458312449001,93.80580357142857,40.166666666666664,40.166667103767395,63.833333333333336,6.6252773106098175,11377272320,15730737152
151,0.0073223304703363135,0.24371159289564406,94.04761904761905,42.0,41.999998688697815,65.66666666666667,6.849079631268978,11377272320,15730737152
152,0.007046842555920283,0.2391181339820226,94.15922619047619,40.166666666666664,40.166667103767395,65.33333333333333,7.1173871560022235,11377272320,15730737152
153,0.006775784314464717,0.2081679723092488,94.66145833333333,41.666666666666664,41.66666865348816,65.16666666666667,6.686648244969547,11377272320,15730737152
154,0.006509222625534755,0.22711356001950445,94.30803571428571,40.833333333333336,40.83333611488342,64.66666666666667,6.579149823635817,11377272320,15730737152
155,0.0062472232592385105,0.22539291743721282,94.43824404761905,40.666666666666664,40.66666662693024,64.5,6.690330461598933,11377272320,15730737152
156,0.005989850859999227,0.21124830806539172,94.47544642857143,41.666666666666664,41.66666865348816,64.83333333333333,7.155117844231427,11377272320,15730737152
157,0.005737168930605272,0.20266274682113103,94.64285714285714,39.166666666666664,39.16666805744171,64.83333333333333,7.12351187877357,11377272320,15730737152
158,0.005489239816541761,0.22278081199952535,94.30803571428571,39.666666666666664,39.666664600372314,63.166666666666664,7.200195673853159,11377272320,15730737152
159,0.00524612469060774,0.1928390543020907,95.3125,39.666666666666664,39.666664600372314,64.33333333333333,7.115536129102111,11377272320,15730737152
160,0.005007883537822735,0.21028256558236622,94.75446428571429,38.666666666666664,38.66666555404663,63.833333333333336,7.0439193937927485,11377272320,15730737152
161,0.004774575140626317,0.20908555885155997,94.82886904761905,40.333333333333336,40.33333659172058,63.666666666666664,7.042812761850655,11377272320,15730737152
162,0.004546257064374418,0.21875216794155894,94.58705357142857,40.666666666666664,40.66666662693024,63.666666666666664,6.935398816131055,11377272320,15730737152
163,0.004322985643135957,0.20565888675905408,94.94047619047619,40.0,40.00000059604645,63.833333333333336,7.129557514563203,11377272320,15730737152
164,0.004104815965793249,0.2072616538831166,94.47544642857143,40.166666666666664,40.166667103767395,64.16666666666667,6.9545965772122145,11377272320,15730737152
165,0.003891801862449629,0.20426625829367412,94.86607142857143,42.666666666666664,42.666664719581604,64.83333333333333,6.901897098869085,11377272320,15730737152
166,0.0036839958911477014,0.17659063034114383,95.59151785714286,41.666666666666664,41.66666865348816,63.833333333333336,6.714631287381053,11377272320,15730737152
167,0.0034814493249014063,0.21284620002621696,94.66145833333333,41.5,41.49999916553497,63.833333333333336,6.6663241581991315,11377272320,15730737152
168,0.0032842121390452175,0.19608633291153682,95.14508928571429,41.0,40.99999964237213,63.5,6.666439361870289,11377272320,15730737152
169,0.0030923329989034107,0.17770843190096675,95.55431547619048,40.333333333333336,40.33333659172058,64.33333333333333,7.102347161620855,11377272320,15730737152
170,0.0029058592477826635,0.19551750041899227,95.03348214285714,39.666666666666664,39.66666758060455,65.33333333333333,7.1248870166018605,11377272320,15730737152
171,0.0027248368952908055,0.19029148685790243,95.33110119047619,40.666666666666664,40.66666662693024,64.83333333333333,6.863919702358544,11377272320,15730737152
172,0.002549310605984612,0.19896197709299268,95.01488095238095,40.5,40.50000011920929,65.0,6.945689078420401,11377272320,15730737152
173,0.0023793236883495163,0.18682597045387542,94.99627976190476,40.166666666666664,40.166667103767395,64.16666666666667,6.758522482588887,11377272320,15730737152
174,0.002214918084113873,0.18353941114175887,95.23809523809524,40.5,40.50000011920929,64.16666666666667,6.588146200403571,11377272320,15730737152
175,0.0020561343579004773,0.20378498999135836,94.81026785714286,39.666666666666664,39.66666758060455,63.833333333333336,6.949009966105223,11377272320,15730737152
176,0.0019030116872178371,0.1800398381338233,95.75892857142857,39.666666666666664,39.66666758060455,63.166666666666664,6.957241540774703,11377272320,15730737152
177,0.0017555878527937164,0.18163159081623667,95.38690476190476,40.5,40.50000309944153,63.833333333333336,7.022173296660185,11377272320,15730737152
178,0.0016138992292533156,0.18454932048916817,95.36830357142857,41.666666666666664,41.66666865348816,64.66666666666667,7.28842081874609,11377272320,15730737152
179,0.0014779807761443637,0.18001387924665496,95.57291666666667,40.166666666666664,40.166664123535156,64.83333333333333,7.005734753794968,11377272320,15730737152
180,0.0013478660293113677,0.15544925124517509,96.33556547619048,41.0,40.99999964237213,64.0,7.09404331445694,11377272320,15730737152
181,0.0012235870926211618,0.17184981632800328,95.81473214285714,39.833333333333336,39.83333706855774,63.666666666666664,7.717981933616102,11377272320,15730737152
182,0.001105174630041747,0.15884816282916636,96.00074404761905,38.833333333333336,38.83333206176758,63.666666666666664,8.301391381770372,11377272320,15730737152
183,0.0009926578580764262,0.16481756622947397,95.9077380952381,40.0,40.00000059604645,63.833333333333336,7.525867654941976,11377272320,15730737152
184,0.0008860645385550509,0.1662785423298677,96.09375,40.833333333333336,40.833333134651184,63.166666666666664,7.978535254485905,11377272320,15730737152
185,0.0007854209717842259,0.146765725421054,96.18675595238095,40.166666666666664,40.166667103767395,63.166666666666664,7.818166695535183,11377272320,15730737152
186,0.0006907519900580862,0.173710055294491,95.68452380952381,39.666666666666664,39.66666758060455,63.833333333333336,7.341449013911188,11377272320,15730737152
187,0.0006020809515313169,0.1737419208955197,95.53571428571429,39.5,39.500004053115845,63.333333333333336,7.47240974009037,11377272320,15730737152
188,0.0005194297344558535,0.1637156002578281,96.00074404761905,40.333333333333336,40.33333659172058,64.16666666666667,7.669650249183178,11377272320,15730737152
189,0.000442818731782782,0.1527063600009396,95.92633928571429,39.833333333333336,39.83333110809326,63.0,7.486802587285638,11377272320,15730737152
190,0.00037226684613065334,0.1436912420072726,96.54017857142857,39.333333333333336,39.33333158493042,64.0,7.214184185490012,11377272320,15730737152
191,0.00030779148512155856,0.16685814791846842,95.8891369047619,39.5,39.500004053115845,62.833333333333336,7.105809244327247,11377272320,15730737152
192,0.0002494085570860616,0.16721818480818046,95.66592261904762,39.666666666666664,39.66666758060455,63.833333333333336,7.043314194306731,11377272320,15730737152
193,0.0001971324671380559,0.16746685210438,95.9077380952381,40.0,40.00000059604645,63.666666666666664,6.875120221637189,11377272320,15730737152
194,0.00015097611362051012,0.16014753557032063,95.85193452380952,39.666666666666664,39.66666758060455,63.666666666666664,6.612660752609372,11377272320,15730737152
195,0.0001109508849230001,0.1723060136040052,95.57291666666667,40.166666666666664,40.166667103767395,64.0,6.935797626152635,11377272320,15730737152
196,7.70666566718009e-05,0.17854128636064984,95.36830357142857,39.833333333333336,39.83333706855774,63.333333333333336,6.92498026881367,11377272320,15730737152
197,4.933178929321103e-05,0.1666199533889691,96.00074404761905,39.833333333333336,39.83333110809326,63.666666666666664,6.955757844261825,11377272320,15730737152
198,2.775312595075241e-05,0.15222343518620446,96.18675595238095,40.666666666666664,40.666672587394714,63.333333333333336,6.867854367010295,11377272320,15730737152
199,1.233599085671e-05,0.18018558310965696,95.64732142857143,40.0,40.00000059604645,63.166666666666664,6.346875737421215,11377272320,15730737152
200,3.0841879584853073e-06,0.16966032467427708,95.94494047619048,39.666666666666664,39.66667056083679,63.5,5.722777360118926,11377272320,15730737152
