batch_size,batch_profile_role,variant,method,fusion_ratio_lambda,controller_warmup_epochs,encoder_seed,selected_epoch,validation_macro_top1,test_macro_top1,test_overall_top1,test_top5,checkpoint_path,checkpoint_sha256,confirmatory_main_result
128,locked_v3_confirmatory_continuation,lg,lg,,0,3,176,24.833333492279053,22.45151698589325,22.17811529168105,46.18570935450466,/app/output/phase1_cub_r50_224_b128_guided_probe_seeds2_3_full_v5/batch128_seed3/classification/students/cub_r50_224_lg_deit_tiny_b128_full_300ep_seed3/student_best_validation.pt,9c1ecc76ccbc5cc0b3cad6e7bcb0289a189628e38687ae272be677074ee36da8,True
128,locked_v3_confirmatory_continuation,alg_warmup20,alg,,20,3,157,23.666667938232422,21.466927230358124,21.332412840869864,45.44356230583362,/app/output/phase1_cub_r50_224_b128_guided_probe_seeds2_3_full_v5/batch128_seed3/classification/students/cub_r50_224_alg_warmup20_deit_tiny_b128_full_300ep_seed3/student_best_validation.pt,445d8b7c301b1a586702582364d9047f447ec99d610b6d97aef43ccac98c41c6,True
128,locked_v3_confirmatory_continuation,ibkd_lambda_0.25,ibkd,0.25,20,3,254,24.166664481163025,23.71707707643509,23.62789092164308,48.826372109078356,/app/output/phase1_cub_r50_224_b128_guided_probe_seeds2_3_full_v5/batch128_seed3/classification/students/cub_r50_224_ibkd_lambda_0.25_deit_tiny_b128_full_300ep_seed3/student_best_validation.pt,87f73dfbc0cb9b8dc6475c61ecbd9dcf270269a3f746105aa6d2de3aa8fd2980,True
128,locked_v3_confirmatory_continuation,ibkd_lambda_0.5,ibkd,0.5,20,3,297,19.66666728258133,18.09936910867691,18.087676907145323,41.681049361408355,/app/output/phase1_cub_r50_224_b128_guided_probe_seeds2_3_full_v5/batch128_seed3/classification/students/cub_r50_224_ibkd_lambda_0.5_deit_tiny_b128_full_300ep_seed3/student_best_validation.pt,fea3f7a6512e0670db906877a4b764f2e7ab8cd86964b3a45b9b1c66663bd043,True
