variant,method,fusion_ratio_lambda,encoder_seed,probe_seed,selected_learning_rate,selected_epoch,validation_grid_mean_iou,validation_input_224_mean_iou,test_grid_mean_iou,test_input_224_mean_iou,test_input_224_foreground_iou,test_input_224_background_iou,test_input_224_foreground_dice,test_input_224_pixel_accuracy,official_test_evaluations,scientific_result
vanilla,vanilla,,3,1,0.01,22,0.5718999708455078,0.6094539579044648,0.5753070222700142,0.6112385927487558,0.5041431661173478,0.7183340193801637,0.670339336671914,0.7810386304802621,1,True
vanilla,vanilla,,3,2,0.1,88,0.575949144600743,0.6133347632596632,0.5744885644753226,0.6100816156964519,0.5022582679483935,0.7179049634445105,0.6686709984087068,0.7804117959099965,1,True
vanilla,vanilla,,3,3,0.01,68,0.5716234415792778,0.6077310685778711,0.5719803504522339,0.6068592356232094,0.49321762446486817,0.7205008467815507,0.6606105049712697,0.7802710639159768,1,True
vanilla,vanilla,,3,4,0.01,69,0.572588902109086,0.6090964920184024,0.5725544816378862,0.6073578042663051,0.4951989049263816,0.7195167036062287,0.6623853231764686,0.7800386368901202,1,True
vanilla,vanilla,,3,5,0.01,35,0.5728468818177272,0.6089783497606347,0.5715099848169108,0.6065921396249451,0.5002786789553069,0.7129056002945833,0.6669143352802525,0.7769992680065995,1,True
kd,kd,,1,1,0.01,76,0.6715644549208855,0.7225604408347261,0.6833686717878118,0.735190287125105,0.6603951909503463,0.8099853832998639,0.7954674821388292,0.8612527891010862,1,True
kd,kd,,1,2,0.01,82,0.670957436499208,0.7215174322413761,0.6824568833320673,0.7344837860510098,0.6573493715084892,0.8116182005935305,0.7932538338735202,0.8616260348243561,1,True
kd,kd,,1,3,0.03,75,0.6714159434385152,0.7221591543885557,0.6827677940152321,0.7348797344557547,0.6617553310714152,0.8080041378400943,0.7964533872080303,0.8604304259920424,1,True
kd,kd,,1,4,0.03,90,0.6713207574385689,0.7223512794972115,0.6830078475951982,0.7351166249102052,0.6594369938619526,0.8107962559584577,0.7947719573579793,0.8615269514247643,1,True
kd,kd,,1,5,0.1,82,0.6713177462203793,0.7218715251647494,0.6816893941271107,0.7326972367250596,0.6559660698624652,0.809428403587654,0.7922457854670246,0.8602192660700173,1,True
kd,kd,,2,1,0.01,66,0.6677330420656052,0.7195789756189721,0.6778870619853495,0.7302576655415587,0.6554515525044828,0.8050637785786346,0.7918704132571803,0.8577976464797323,1,True
kd,kd,,2,2,0.03,79,0.6673314197243305,0.7192611240523562,0.6782125583328913,0.7300747546572097,0.6541782902871763,0.8059712190272431,0.7909404858331283,0.8580661978552243,1,True
kd,kd,,2,3,0.01,64,0.667252884269691,0.7191411057385599,0.6777889393635514,0.7298582860798829,0.6573105657883372,0.8024060063714286,0.7932255780625795,0.8567125163501699,1,True
kd,kd,,2,4,0.01,67,0.6676235481090235,0.7184752773025047,0.6774821239688749,0.7299188517399801,0.6559565156165817,0.8038811878633784,0.7922388171797395,0.857256220945267,1,True
kd,kd,,2,5,0.01,73,0.667654367647897,0.7194528585911266,0.6782553597744873,0.7303512102294392,0.6540794113246673,0.8066230091342109,0.7908682096476235,0.8583987177558982,1,True
kd,kd,,3,1,0.03,88,0.6884441838202073,0.7393665190811239,0.6947917878384074,0.7484454253955455,0.6777903740976023,0.8191004766934887,0.8079559694245487,0.8689641641559067,1,True
kd,kd,,3,2,0.01,81,0.6888795904573821,0.7395504405268489,0.6945335059117959,0.7483416753876445,0.6778205205070601,0.8188628302682289,0.8079773875959195,0.868844513472732,1,True
kd,kd,,3,3,0.1,91,0.6887507968987966,0.7391607809889946,0.6945152689296861,0.7483912857282999,0.6769254699512348,0.8198571015053651,0.8073411515073712,0.8692196666706612,1,True
kd,kd,,3,4,0.1,93,0.6886487062308935,0.738908805051657,0.6949345791669714,0.7484809783560931,0.6771731410991626,0.8197888156130235,0.8075172735658839,0.8692243053022191,1,True
kd,kd,,3,5,0.1,91,0.6887419595598303,0.7389583217764052,0.6944583208681583,0.7482090427977421,0.677053136903434,0.8193649486920501,0.8074319435740327,0.8689814800622295,1,True
lg,lg,,1,1,0.01,16,0.7764785718559539,0.8258194902787224,0.7776632081714799,0.8313657463101252,0.7830212944166092,0.879710198203641,0.8783084048054599,0.9161214834690535,1,True
lg,lg,,1,2,0.03,69,0.7761284860694233,0.8255016644229207,0.7779326873112553,0.8316083627726845,0.7829680808972849,0.8802486446480842,0.8782749273932637,0.9163757473638995,1,True
lg,lg,,1,3,0.03,64,0.7758301578634794,0.8256038871555142,0.7781999198097618,0.8315441228329032,0.783241017713889,0.8798472279519176,0.8784466148249576,0.9162209384546179,1,True
lg,lg,,1,4,0.03,79,0.7760245769746916,0.82559281737109,0.7785454968634622,0.831982898108619,0.7832905620917255,0.8806752341255126,0.8784777744496761,0.9166316772025225,1,True
lg,lg,,1,5,0.03,70,0.7758555791646191,0.8250808011831736,0.7778950707423296,0.8320540141962272,0.7829498465430147,0.8811581818494395,0.8782634554315553,0.9168176188232077,1,True
lg,lg,,2,1,0.01,16,0.7734528497365901,0.8214834631997825,0.7763818230070706,0.827826309664059,0.7785699260353954,0.8770826932927227,0.875501058056124,0.9141752400066055,1,True
lg,lg,,2,2,0.01,15,0.7734846893590972,0.822306037291711,0.7759307830233813,0.8277621387563125,0.7780500674815494,0.8774742100310758,0.8751722819409562,0.9142886604316398,1,True
lg,lg,,2,3,0.1,76,0.7731239125311415,0.822565697041481,0.7752246391081156,0.827880834574787,0.7772671302705271,0.8784945388790468,0.8746767630279814,0.9146740632093131,1,True
lg,lg,,2,4,0.1,80,0.7740740088134248,0.8234206547429321,0.7765512077891823,0.8284793214009132,0.7782119703668375,0.8787466724349889,0.8752746954079897,0.9149370965331122,1,True
lg,lg,,2,5,0.03,54,0.7734031343498615,0.8222568175676623,0.7762013446424976,0.8280967827135963,0.7796456669720861,0.8765478984551065,0.8761807829966356,0.9140779278334832,1,True
lg,lg,,3,1,0.1,77,0.7699909260731879,0.818313940790176,0.7740391652808041,0.8253502543784437,0.7764769564053556,0.8742235523515317,0.8741762212064175,0.9124682483657107,1,True
lg,lg,,3,2,0.01,43,0.7695881013038954,0.8184191150394123,0.7738489265477572,0.8249835585814298,0.7762977960629803,0.8736693210998792,0.8740626687524821,0.9121725526349208,1,True
lg,lg,,3,3,0.03,60,0.7698479491287448,0.8192601780825416,0.7737811179433787,0.8260573703391583,0.7757663545680166,0.8763483861103,0.8737257044795559,0.9133964577390473,1,True
lg,lg,,3,4,0.1,83,0.7704533245727581,0.8197683409371029,0.7753472769706349,0.8275448569653989,0.7777892269270245,0.8773004870037734,0.875007245118098,0.9141647365097803,1,True
lg,lg,,3,5,0.01,49,0.7700547767985828,0.8192871978628506,0.7742509629512186,0.825923191238495,0.776263324386286,0.875583058090704,0.8740408178550796,0.9130966064384639,1,True
alg,alg,,1,1,0.03,60,0.5944116761366376,0.6359877710764292,0.5958619885914774,0.6373497177044468,0.5378559816949597,0.7368434537139339,0.6994881030435082,0.7985433520219402,1,True
alg,alg,,1,2,0.03,43,0.5950681059513947,0.6376719040195911,0.5973275572320077,0.6387778100449707,0.5513695078531549,0.7261861122367865,0.7108164819046384,0.7951290528920738,1,True
alg,alg,,1,3,0.03,83,0.5955338205567464,0.6363873109851494,0.5971809359057025,0.6375019653913911,0.5357628051598957,0.7392411256228866,0.6977155630541721,0.799560308511731,1,True
alg,alg,,1,4,0.01,48,0.5952044491695114,0.6373601881265849,0.5979265616621638,0.6391503512331509,0.539861828544205,0.738438873922097,0.7011821691230488,0.7998582337583565,1,True
alg,alg,,1,5,0.1,84,0.5953041107689033,0.6357568060854992,0.5977876311780321,0.6382150284014008,0.5385305148935664,0.737899541909235,0.7000582824719875,0.7992903513026426,1,True
alg,alg,,2,1,0.03,39,0.5893901347134449,0.6291887765855679,0.5962397012942466,0.6372182629631342,0.5411863844845833,0.733250141441685,0.7022984240359371,0.7970929404951204,1,True
alg,alg,,2,2,0.03,71,0.5875868844252904,0.627638245584873,0.5934141640219738,0.6351678534905264,0.5299266887572964,0.7404090182237564,0.6927478194236046,0.7991783057457069,1,True
alg,alg,,2,3,0.01,57,0.5897446546854994,0.6286832737077916,0.5953680080677262,0.6358804411964079,0.5303204172187498,0.7414404651740658,0.6930841557777423,0.7998676039179653,1,True
alg,alg,,2,4,0.03,62,0.5882517706757027,0.6295676505481194,0.594918589233325,0.6360878339458055,0.5365196171999649,0.7356560506916461,0.6983570026625198,0.797592928000542,1,True
alg,alg,,2,5,0.03,73,0.5892168653969069,0.6297209956535503,0.5971309662671752,0.638651511183301,0.5380758180850987,0.7392272042815032,0.6996739845438855,0.7999845296373411,1,True
alg,alg,,3,1,0.03,63,0.579944127172282,0.618133078399107,0.5867784456597446,0.6260448521416169,0.520036941229655,0.7320527630535786,0.6842425037498943,0.7923403373263652,1,True
alg,alg,,3,2,0.03,73,0.5801769328640574,0.6179667788118516,0.5862049391542925,0.6259724924601878,0.518717489897494,0.7332274950228816,0.6830993826672858,0.7928016798906373,1,True
alg,alg,,3,3,0.01,54,0.5795320809656768,0.617512792642976,0.5861495965203397,0.62534624221613,0.5160435240180922,0.7346489604141677,0.6807766608842212,0.7931702436306526,1,True
alg,alg,,3,4,0.03,82,0.5808812454094553,0.619027521905634,0.588612772157272,0.6285117789143384,0.524889090682749,0.7321344671459278,0.6884292030022154,0.7933025096575969,1,True
alg,alg,,3,5,0.01,59,0.5806170429700428,0.6184508937841762,0.5870758529846292,0.6267706787613757,0.520577560030024,0.7329637974927274,0.6847103018141937,0.7929886805313444,1,True
ibkd_lambda_0.25,ibkd,0.25,1,1,0.01,73,0.7195161121372657,0.7730532871227573,0.7290161463193258,0.7856712392015194,0.7227411050912554,0.8486013733117833,0.8390594535131511,0.8914437839813436,1,True
ibkd_lambda_0.25,ibkd,0.25,1,2,0.01,16,0.7201745984045747,0.7737951425898594,0.7282213971530755,0.7844586032283618,0.7242663676363097,0.844650838820414,0.8400864057090689,0.8896710092371009,1,True
ibkd_lambda_0.25,ibkd,0.25,1,3,0.01,49,0.719641111156838,0.7733275144347252,0.7290608046231568,0.7859216103215001,0.7239285624258227,0.8479146582171774,0.8398591196924634,0.8912748795775018,1,True
ibkd_lambda_0.25,ibkd,0.25,1,4,0.01,61,0.7201567399970688,0.7743539583982505,0.7299778350909485,0.7866737035857871,0.7251706573024315,0.8481767498691428,0.8406944022991288,0.8916015965439037,1,True
ibkd_lambda_0.25,ibkd,0.25,1,5,0.1,93,0.7195860076923557,0.773092412989985,0.7288884020445879,0.7860350510001235,0.7233519570237459,0.8487181449765012,0.8394709555127501,0.891597496712006,1,True
ibkd_lambda_0.25,ibkd,0.25,2,1,0.01,36,0.7087305514124165,0.7612933952534608,0.717766903253083,0.7734608235257857,0.708699506885437,0.8382221401661344,0.829519179972413,0.883912566192235,1,True
ibkd_lambda_0.25,ibkd,0.25,2,2,0.1,88,0.7091069232209417,0.7618553049392379,0.7180875253123327,0.774093852132565,0.7095338058874117,0.8386538983777183,0.8300904064533496,0.8842672697754725,1,True
ibkd_lambda_0.25,ibkd,0.25,2,3,0.1,87,0.7085661577565233,0.7606409282384987,0.7167366803486572,0.7723444026785222,0.7059621217228469,0.8387266836341976,0.8276410275861196,0.8837422373754982,1,True
ibkd_lambda_0.25,ibkd,0.25,2,4,0.01,61,0.7088118278012288,0.7622310312439575,0.7187723221741409,0.7745367728029515,0.7113168187205496,0.8377567268853534,0.8313093296802391,0.8840927606165441,1,True
ibkd_lambda_0.25,ibkd,0.25,2,5,0.1,93,0.7090975751051789,0.7610730728292029,0.7185509978993734,0.7744869419232081,0.7099483203229959,0.8390255635234204,0.8303740082494332,0.884524264827217,1,True
ibkd_lambda_0.25,ibkd,0.25,3,1,0.03,76,0.7253061862097335,0.7757548781962977,0.7333148182416694,0.7877103601234123,0.7269343829546083,0.8484863372922162,0.8418784061857612,0.8920341535814988,1,True
ibkd_lambda_0.25,ibkd,0.25,3,2,0.1,88,0.7257032641494945,0.7762791711512131,0.7337953855875217,0.7875832164152687,0.7264145160628848,0.8487519167676526,0.8415296666057749,0.8920881016716198,1,True
ibkd_lambda_0.25,ibkd,0.25,3,3,0.01,49,0.7259550399203311,0.7755001976877511,0.7339834612871645,0.7874601209616128,0.7259017332919969,0.8490185086312285,0.8411854734132597,0.8921443907533679,1,True
ibkd_lambda_0.25,ibkd,0.25,3,4,0.01,69,0.7262328692800515,0.7769056839457618,0.7351256607117016,0.789209588376244,0.7288672394055361,0.8495519373469519,0.8431731746575915,0.8928767557398498,1,True
ibkd_lambda_0.25,ibkd,0.25,3,5,0.01,73,0.7254853459375232,0.7761925173654968,0.7351093955936214,0.7888242592297654,0.7281376733565541,0.8495108451029768,0.8426847983034772,0.8927421796867759,1,True
ibkd_lambda_0.5,ibkd,0.5,1,1,0.01,59,0.7134958110382457,0.7680758801514469,0.7206794351056927,0.7766855581500948,0.7120394951402587,0.8413316211599309,0.8318026507699519,0.886041852904782,1,True
ibkd_lambda_0.5,ibkd,0.5,1,2,0.1,88,0.7137405939619594,0.7689604928218556,0.7212637477396311,0.7774239552864943,0.7124900661323764,0.8423578444406121,0.8321100136265556,0.8866421562366045,1,True
ibkd_lambda_0.5,ibkd,0.5,1,3,0.01,44,0.7135219902826881,0.7676407101629581,0.7216642293034152,0.7776148013518813,0.7154450304920162,0.8397845722117464,0.8341217792176243,0.8857907165252055,1,True
ibkd_lambda_0.5,ibkd,0.5,1,4,0.01,69,0.7140139017712159,0.769114151766408,0.722729017839165,0.7786094059524924,0.7158072295952926,0.8414115823096923,0.8343678908080251,0.8866774507109012,1,True
ibkd_lambda_0.5,ibkd,0.5,1,5,0.01,73,0.71418208944557,0.7689083693429759,0.7222097760691403,0.778430008916569,0.7153021241878113,0.8415578936453267,0.8340246468551468,0.8866720565211991,1,True
ibkd_lambda_0.5,ibkd,0.5,2,1,0.1,85,0.7036385931906595,0.7581331549137431,0.710003582458699,0.7665009194884791,0.6994421225409005,0.8335597164360576,0.8231432106615529,0.8800284151793242,1,True
ibkd_lambda_0.5,ibkd,0.5,2,2,0.01,54,0.7038165045123446,0.7570218074332815,0.7103035703085356,0.7662264936947394,0.6982077302557557,0.8342452571337231,0.8222877776567455,0.8801899807602073,1,True
ibkd_lambda_0.5,ibkd,0.5,2,3,0.1,88,0.7041587851956885,0.7581678046492324,0.7107277310768201,0.7671094652169661,0.7001570070774294,0.8340619233565028,0.8236380571474391,0.8804031348602854,1,True
ibkd_lambda_0.5,ibkd,0.5,2,4,0.01,61,0.7040294554156594,0.7580220002482108,0.7107879083597664,0.7668350379163336,0.7004730147540781,0.833197061078589,0.8238566665586049,0.8800052158284353,1,True
ibkd_lambda_0.5,ibkd,0.5,2,5,0.01,73,0.7041892997089985,0.7584065239413389,0.7110581071749154,0.7674546477359336,0.7020357333507992,0.8328735621210681,0.8249365387513936,0.880090185154168,1,True
ibkd_lambda_0.5,ibkd,0.5,3,1,0.1,89,0.7084765952686647,0.7603930996514724,0.7181757572596708,0.7713291355208993,0.7053738163537047,0.837284454688094,0.8272365971489807,0.8829015922366029,1,True
ibkd_lambda_0.5,ibkd,0.5,3,2,0.03,79,0.7089962909327832,0.7594039795720674,0.718596341829972,0.7714397080169473,0.707057944502717,0.8358214715311776,0.828393607586285,0.8824162266392027,1,True
ibkd_lambda_0.5,ibkd,0.5,3,3,0.1,96,0.7092769664663622,0.7599902732917141,0.7184334733745861,0.7713941323742608,0.7041536399378499,0.8386346248106717,0.8263968968942614,0.8834125043696188,1,True
ibkd_lambda_0.5,ibkd,0.5,3,4,0.01,69,0.7088053836691781,0.7588196257644113,0.7181984357393272,0.7709093672472327,0.7050385031787642,0.8367802313157011,0.827005961289831,0.8825875153863687,1,True
ibkd_lambda_0.5,ibkd,0.5,3,5,0.1,93,0.7088953151840734,0.7596645186021256,0.7182433437304631,0.7712896378780665,0.7048138463120075,0.8377654294441255,0.8268513865448927,0.8830629162866039,1,True
