encoder_seed,probe_seed_1,probe_seed_2,probe_seed_3,probe_seed_4,probe_seed_5,probe_seed_mean,probe_seed_sample_standard_deviation
1,0.8127813383053368,0.8124196356689589,0.8111716625652277,0.8113703916013546,0.8123922543771933,0.8120270565036143,0.0007105168027618078
2,0.8093180714562042,0.808475526052436,0.8096587354757483,0.8098938809443943,0.8102060042825505,0.8095104436422667,0.0006634909028320816
3,0.8068306565756259,0.8073173467959848,0.8072860099244203,0.8068771643639044,0.8060651310078821,0.8068752617335635,0.0005055834034850391
