variant,method,fusion_ratio_lambda,controller_warmup_epochs,encoder_seed,probe_seed,selected_learning_rate,selected_epoch,validation_grid_mean_iou,validation_input_224_mean_iou,test_grid_mean_iou,test_input_224_mean_iou,test_input_224_foreground_iou,test_input_224_background_iou,test_input_224_foreground_dice,test_input_224_pixel_accuracy,encoder_checkpoint_path,encoder_checkpoint_sha256,probe_checkpoint_path,probe_checkpoint_sha256,official_test_evaluations,scientific_result
ibkd_lambda_0.5,ibkd,0.5,20,1,1,0.03,77,0.7859451772777875,0.770754247613676,0.7910590858469526,0.7755070920794586,0.6285513794701704,0.9224628046887468,0.7719147057855331,0.9314561380461315,/app/output/phase1_cub_b128_full_v2_guided/classification/students/cub_ibkd_lambda_0.5_deit_tiny_b128_full_300ep_seed1/student_best_validation.pt,50770bc7977ee62c1369dd2c0a51217ecf2b63557258dec83dcfbc8d386bb62f,/app/output/phase1_cub_b128_full_v2_guided/probe/checkpoints/ibkd_lambda_0.5/encoder_seed1/probe_seed1_best_validation.pt,789a74baf6b736790efa82f47b4557e777e30863671e8412cb0627ebbbf1890e,1,True
ibkd_lambda_0.5,ibkd,0.5,20,1,2,0.1,83,0.7867360917959839,0.7720484208666732,0.7913962044919054,0.7769141464723555,0.6315036071894018,0.9223246857553091,0.7741369426418808,0.9314497263729016,/app/output/phase1_cub_b128_full_v2_guided/classification/students/cub_ibkd_lambda_0.5_deit_tiny_b128_full_300ep_seed1/student_best_validation.pt,50770bc7977ee62c1369dd2c0a51217ecf2b63557258dec83dcfbc8d386bb62f,/app/output/phase1_cub_b128_full_v2_guided/probe/checkpoints/ibkd_lambda_0.5/encoder_seed1/probe_seed2_best_validation.pt,b3b613e2b3e74055ce08c9290594482caa21d8d2d24823c8cc26237365b61228,1,True
ibkd_lambda_0.5,ibkd,0.5,20,1,3,0.1,78,0.7864775787621099,0.7741330450944193,0.7915629405735309,0.7771356046082389,0.6323146898012221,0.9219565194152557,0.7747460630624151,0.9311914948576729,/app/output/phase1_cub_b128_full_v2_guided/classification/students/cub_ibkd_lambda_0.5_deit_tiny_b128_full_300ep_seed1/student_best_validation.pt,50770bc7977ee62c1369dd2c0a51217ecf2b63557258dec83dcfbc8d386bb62f,/app/output/phase1_cub_b128_full_v2_guided/probe/checkpoints/ibkd_lambda_0.5/encoder_seed1/probe_seed3_best_validation.pt,fcaa6bad97ca844be81b7a13e80951ddd41cf3bd4be6ed43186e5e7109b7fcdb,1,True
ibkd_lambda_0.5,ibkd,0.5,20,1,4,0.1,81,0.7864510832356091,0.7717141092219986,0.7907770699612611,0.7760166437717917,0.6301294977595027,0.9219037897840806,0.7731036075668478,0.9310742582382021,/app/output/phase1_cub_b128_full_v2_guided/classification/students/cub_ibkd_lambda_0.5_deit_tiny_b128_full_300ep_seed1/student_best_validation.pt,50770bc7977ee62c1369dd2c0a51217ecf2b63557258dec83dcfbc8d386bb62f,/app/output/phase1_cub_b128_full_v2_guided/probe/checkpoints/ibkd_lambda_0.5/encoder_seed1/probe_seed4_best_validation.pt,b66d9a419bd7046101169df128d59a7b3ead10d64788d88eb6a60baf58fd654d,1,True
ibkd_lambda_0.5,ibkd,0.5,20,1,5,0.1,84,0.7866612045946255,0.7723954381209079,0.7925537656681616,0.7774027657069096,0.6323327647666299,0.9224727666471892,0.7747596304078755,0.9315937344798982,/app/output/phase1_cub_b128_full_v2_guided/classification/students/cub_ibkd_lambda_0.5_deit_tiny_b128_full_300ep_seed1/student_best_validation.pt,50770bc7977ee62c1369dd2c0a51217ecf2b63557258dec83dcfbc8d386bb62f,/app/output/phase1_cub_b128_full_v2_guided/probe/checkpoints/ibkd_lambda_0.5/encoder_seed1/probe_seed5_best_validation.pt,31cae48589e291eb34223c8c63ef19cc0c0e4f10a1a98c2395174553b2496b63,1,True
ibkd_lambda_0.5,ibkd,0.5,20,2,1,0.03,62,0.7886093160275205,0.772322697824586,0.7938341635603172,0.7779952124205078,0.6330845968394526,0.9229058280015632,0.7753237010068875,0.9319569261866163,/app/output/phase1_cub_b128_full_v2_guided/classification/students/cub_ibkd_lambda_0.5_deit_tiny_b128_full_300ep_seed2/student_best_validation.pt,128ff5114757b0cdb76c473fe8e25485704b4aed9fc38a4b2f01f0177f818147,/app/output/phase1_cub_b128_full_v2_guided/probe/checkpoints/ibkd_lambda_0.5/encoder_seed2/probe_seed1_best_validation.pt,6efb2cd932599b1f805670564445f65ff66ed43a0ab1d2d199c1ee17e202959e,1,True
ibkd_lambda_0.5,ibkd,0.5,20,2,2,0.1,80,0.7896658800184979,0.7727406898654092,0.7939406815570877,0.7771195788698966,0.6308746712931068,0.9233644864466864,0.7736641967624546,0.9322396245643364,/app/output/phase1_cub_b128_full_v2_guided/classification/students/cub_ibkd_lambda_0.5_deit_tiny_b128_full_300ep_seed2/student_best_validation.pt,128ff5114757b0cdb76c473fe8e25485704b4aed9fc38a4b2f01f0177f818147,/app/output/phase1_cub_b128_full_v2_guided/probe/checkpoints/ibkd_lambda_0.5/encoder_seed2/probe_seed2_best_validation.pt,b41cb64196e03c2b4121e06b11fdbccf78a5e487dc5b95fb54fcd2b506daf8dd,1,True
ibkd_lambda_0.5,ibkd,0.5,20,2,3,0.03,78,0.7880164831007723,0.7716996644101247,0.7940051911530412,0.7773884309639635,0.6312608373436565,0.9235160245842705,0.7739545054874253,0.9323711017026762,/app/output/phase1_cub_b128_full_v2_guided/classification/students/cub_ibkd_lambda_0.5_deit_tiny_b128_full_300ep_seed2/student_best_validation.pt,128ff5114757b0cdb76c473fe8e25485704b4aed9fc38a4b2f01f0177f818147,/app/output/phase1_cub_b128_full_v2_guided/probe/checkpoints/ibkd_lambda_0.5/encoder_seed2/probe_seed3_best_validation.pt,c7141e05c42d4e2eebc615b138549da6519f16ef10ee9be0bed9c59257addb0b,1,True
ibkd_lambda_0.5,ibkd,0.5,20,2,4,0.03,72,0.7891729621130887,0.7729328115925055,0.7942339842397247,0.7786105856449124,0.6342446198856873,0.9229765514041376,0.7761930033828738,0.9320519558520249,/app/output/phase1_cub_b128_full_v2_guided/classification/students/cub_ibkd_lambda_0.5_deit_tiny_b128_full_300ep_seed2/student_best_validation.pt,128ff5114757b0cdb76c473fe8e25485704b4aed9fc38a4b2f01f0177f818147,/app/output/phase1_cub_b128_full_v2_guided/probe/checkpoints/ibkd_lambda_0.5/encoder_seed2/probe_seed4_best_validation.pt,3c103d084fdafd2b7d942557bd6ae357faddafea41dd628e9a31c6dc28b2a729,1,True
ibkd_lambda_0.5,ibkd,0.5,20,2,5,0.1,73,0.788921989305168,0.7749322852419758,0.79261070022693,0.7792978323203087,0.6380320994335823,0.9205635652070351,0.779022706153571,0.9303201814872264,/app/output/phase1_cub_b128_full_v2_guided/classification/students/cub_ibkd_lambda_0.5_deit_tiny_b128_full_300ep_seed2/student_best_validation.pt,128ff5114757b0cdb76c473fe8e25485704b4aed9fc38a4b2f01f0177f818147,/app/output/phase1_cub_b128_full_v2_guided/probe/checkpoints/ibkd_lambda_0.5/encoder_seed2/probe_seed5_best_validation.pt,0c5368e46980fed5878c08751becf496317d3c83bf61453123d5407f5d36cdf4,1,True
ibkd_lambda_0.5,ibkd,0.5,20,3,1,0.03,83,0.7834195180032004,0.7664318640870682,0.7873440049159661,0.7710289696821763,0.6212779810299299,0.9207799583344226,0.766405253509035,0.9298911153416536,/app/output/phase1_cub_b128_full_v2_guided/classification/students/cub_ibkd_lambda_0.5_deit_tiny_b128_full_300ep_seed3/student_best_validation.pt,b9ed9caac3bd37ad6f3efa2de9a2329fe323a8de40978f7cd3d8e529f68b6f3f,/app/output/phase1_cub_b128_full_v2_guided/probe/checkpoints/ibkd_lambda_0.5/encoder_seed3/probe_seed1_best_validation.pt,31062020d5f8921bd09ed6b0d945d69286149be5e0616e81fc8fd5c87215685a,1,True
ibkd_lambda_0.5,ibkd,0.5,20,3,2,0.01,44,0.7838074021590831,0.7688281225114142,0.786717002327476,0.771754992473134,0.6242449936470782,0.9192649912991896,0.7686586642885678,0.9288130014313717,/app/output/phase1_cub_b128_full_v2_guided/classification/students/cub_ibkd_lambda_0.5_deit_tiny_b128_full_300ep_seed3/student_best_validation.pt,b9ed9caac3bd37ad6f3efa2de9a2329fe323a8de40978f7cd3d8e529f68b6f3f,/app/output/phase1_cub_b128_full_v2_guided/probe/checkpoints/ibkd_lambda_0.5/encoder_seed3/probe_seed2_best_validation.pt,e3bc1926fb7ac03212b49ee2b8c5e995f31fc597f6a017084e237f3f12727f40,1,True
ibkd_lambda_0.5,ibkd,0.5,20,3,3,0.1,89,0.7837073932044747,0.7668757027658852,0.7881328491204151,0.771708722070501,0.6224020569685565,0.9210153871724454,0.767259945579099,0.9301139794619522,/app/output/phase1_cub_b128_full_v2_guided/classification/students/cub_ibkd_lambda_0.5_deit_tiny_b128_full_300ep_seed3/student_best_validation.pt,b9ed9caac3bd37ad6f3efa2de9a2329fe323a8de40978f7cd3d8e529f68b6f3f,/app/output/phase1_cub_b128_full_v2_guided/probe/checkpoints/ibkd_lambda_0.5/encoder_seed3/probe_seed3_best_validation.pt,9b76bdeda6009b2c3e9cd9d04eb7121039c376907030d203dcac29977f6aac6f,1,True
ibkd_lambda_0.5,ibkd,0.5,20,3,4,0.03,83,0.7832688690433107,0.7668585189103942,0.7874566347636651,0.7711765153380672,0.6215066789494075,0.920846351726727,0.7665792401818396,0.9299509495990751,/app/output/phase1_cub_b128_full_v2_guided/classification/students/cub_ibkd_lambda_0.5_deit_tiny_b128_full_300ep_seed3/student_best_validation.pt,b9ed9caac3bd37ad6f3efa2de9a2329fe323a8de40978f7cd3d8e529f68b6f3f,/app/output/phase1_cub_b128_full_v2_guided/probe/checkpoints/ibkd_lambda_0.5/encoder_seed3/probe_seed4_best_validation.pt,17a475c6856229b2d9c453c4fec823d83e0971ba60f0f2307cb7b19a8c8aab93,1,True
ibkd_lambda_0.5,ibkd,0.5,20,3,5,0.03,65,0.782990428288684,0.7673614077545259,0.7866766898229827,0.7717035814476532,0.6239649059378882,0.9194422569574182,0.7684462929665711,0.9289408462054782,/app/output/phase1_cub_b128_full_v2_guided/classification/students/cub_ibkd_lambda_0.5_deit_tiny_b128_full_300ep_seed3/student_best_validation.pt,b9ed9caac3bd37ad6f3efa2de9a2329fe323a8de40978f7cd3d8e529f68b6f3f,/app/output/phase1_cub_b128_full_v2_guided/probe/checkpoints/ibkd_lambda_0.5/encoder_seed3/probe_seed5_best_validation.pt,48891d04257e85790f95115342bee37c6cd56169c48fcd1d8a4fddec49faba66,1,True
